id,comment,chars,relevance,risk_behaviors,primary_risk,risk_verbatim,relation,cancer_type,health_seeking,outcome,note,conf_overall,flags
c0087,เครียด ชอบกินอาหารแปรรูป อ้วน ค่ะ,33,risk_opinion,stress|processed_meat|overweight,stress,เครียด | ชอบกินอาหารแปรรูป | อ้วน,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียด การชอบกินอาหารแปรรูป และความอ้วน เป็นพฤติกรรมเสี่ยง,0.9,
c0089,เครียด.กินข้าวไม่ตรงเวลา.กินผักสด.ของหมักดอง.กินอาหารรสจัด,58,risk_opinion,stress|irregular_meals|other_risk|fermented_pickled|strong_flavour,stress,เครียด | กินข้าวไม่ตรงเวลา | กินผักสด | ของหมักดอง | กินอาหารรสจัด,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยง ได้แก่ ความเครียด การรับประทานอาหารไม่ตรงเวลา การรับประทานผักสด ของหมักดอง และอาหารรสจัด,0.87,
c0090,นานกินทีได้มั้ยบะหมี่กึ่งสำเสร็จรูปไส่ผักไส่ไข่เพิ่มเอาอยากกินมากตอนนี้,71,risk_opinion,processed_meat,processed_meat,บะหมี่กึ่งสำเสร็จรูป,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นถามว่านานๆ กินบะหมี่กึ่งสำเร็จรูปทีได้หรือไม่ โดยจะใส่ผักและไข่เพิ่มเพราะอยากกินมาก,0.85,
c0092,เครียด พักผ่อนน้อย กินเยอะชอบกินปิ้งย่าง และช่วงที่เป็นคือกินเหล้าหนักไปหน่อยค่ะ ประกอบกับมีอาการอักเสบที่เต้านมด้วย มะเร็งมาเลยค่ะ,131,personal_story,stress|overwork|grilled_charred|alcohol,stress,เครียด | พักผ่อนน้อย | ชอบกินปิ้งย่าง | กินเหล้าหนักไปหน่อย,self,breast,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าว่าตนเองเป็นมะเร็งเต้านม โดยระบุพฤติกรรมเสี่ยงคือเครียด พักผ่อนน้อย ชอบกินปิ้งย่าง และดื่มเหล้าหนัก,0.92,
c0093,เมาทุกวัน,9,risk_opinion,alcohol,alcohol,เมาทุกวัน,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงคือการดื่มแอลกอฮอล์จนเมาทุกวัน,0.88,
c0094,,229,risk_opinion,unhealthy_diet_general|no_exercise|poor_sleep,unhealthy_diet_general,กินบุฟเฟ่ต์วันเว้นวัน | กินอาหารฟาสต์ฟู้ด | ไม่เคยออกกำลังกาย | เที่ยวทั้งคืนนอนตอนเช้าตื่นตอนบ่าย,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าพฤติกรรมตนเองว่ากินบุฟเฟต์บ่อย กินฟาสต์ฟู้ด ไม่ออกกำลังกาย และนอนดึกตื่นบ่ายมานานกว่า 10 ปี,0.88,
c0095,ชอบมากน้ำอัดลมกินแทนน้ำเลย แล้วก็อ้ววนด้วยคะ,44,risk_opinion,sugary_drinks|overweight,sugary_drinks,น้ำอัดลมกินแทนน้ำ | อ้ววน,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมตนเองว่าชอบดื่มน้ำอัดลมแทนน้ำเปล่าและมีภาวะอ้วน,0.92,
c0096,การกินอะไรเดิมๆติดต่อกัน,24,risk_opinion,unhealthy_diet_general,unhealthy_diet_general,การกินอะไรเดิมๆติดต่อกัน,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นมองว่าการรับประทานอาหารซ้ำๆ เดิมๆ ติดต่อกันเป็นพฤติกรรมเสี่ยงที่ทำให้เกิดมะเร็ง,0.85,
c0097,"เครียด นอนดึก ไม่ออกกำลังกาย
#มะเร็งรังไข่",42,risk_opinion,stress|poor_sleep|no_exercise,stress,เครียด | นอนดึก | ไม่ออกกำลังกาย,general,ovary,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงคือความเครียด การนอนดึก และการไม่ออกกำลังกาย พร้อมติดแฮชแท็กมะเร็งรังไข่,0.9,
c0098,เราเป็นค่ะ เครียด นอนน้อย กินหมักดองเกือบทุกวัน โดยเฉพาะส้มตำปลาร้าค่ะ และลูกบิ้นไส้กรอก อาหารแปรรูปชอบมากค่ะ,109,personal_story,stress|poor_sleep|fermented_pickled|processed_meat,stress,เครียด | นอนน้อย | กินหมักดองเกือบทุกวัน โดยเฉพาะส้มตำปลาร้า | ลูกบิ้นไส้กรอก อาหารแปรรูป,self,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าตนเองป่วยเป็นมะเร็ง โดยมีพฤติกรรมเครียด นอนน้อย ทานของหมักดองส้มตำปลาร้าเป็นประจำ และชอบทานอาหารแปรรูปอย่างลูกชิ้นไส้กรอก,0.95,
c0099,นอนดึก เครียดกับงาน กันเนอะ น้ำหนักตัวเยอะ,42,risk_opinion,poor_sleep|stress|overweight,poor_sleep,นอนดึก | เครียดกับงาน | น้ำหนักตัวเยอะ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงว่าเกิดจากการนอนดึก ความเครียดจากการทำงาน และน้ำหนักตัวเยอะ,0.95,
c0100,ดื่มหนัก สูบจัด กินน้ำน้อย,26,risk_opinion,alcohol|smoking|other_risk,alcohol,ดื่มหนัก | สูบจัด | กินน้ำน้อย,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงมะเร็งว่าคือการดื่มแอลกอฮอล์หนัก สูบบุหรี่จัด และดื่มน้ำน้อย,0.9,
c0101,,333,risk_opinion,stress|poor_sleep|other_risk,stress,ความเครียด | ร่างกายมันเครียดเพราะ ทำอะไรๆมากเกินไป | ออกกำลังมากไป ร้างกายรับไม่ไหว | เคร่งครัดกับการกินมากไป | นอนน้อยไปก้ไม่ดี ไม่มีสมดุล,general,not_stated,advice_to_others,not_stated,ผู้แสดงความคิดเห็นแนะนำการตรวจ DNA เพื่อปรับการใช้ชีวิต และระบุว่าความเครียดทางกายจากการทำอะไรเกินพอดี เช่น ออกกำลังกายมากไป เคร่งครัดการกินเกินไป หรือนอนน้อย/นอนมากเกินไปจนขาดสมดุลเป็นปัจจัยเสี่ยง,0.85,
c0102,เครียดนอนดึกค่ะ,15,risk_opinion,stress|poor_sleep,stress,เครียด | นอนดึก,general,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าความเครียดและการนอนดึกเป็นพฤติกรรมเสี่ยง,0.92,
c0104,นอนดึก ทำงานไม่ลืมหูลืมตา เครียดกับคน เครียดกับงาน ป่วยเป็นมะเร็งตอนอายุ30ปี,76,personal_story,poor_sleep|overwork|stress,poor_sleep,นอนดึก | ทำงานไม่ลืมหูลืมตา | เครียดกับคน | เครียดกับงาน,self,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าว่าตนเองป่วยเป็นมะเร็งตอนอายุ 30 ปี โดยมีพฤติกรรมนอนดึก ทำงานหนัก และมีความเครียดทั้งเรื่องคนและเรื่องงาน,0.92,
c0105,เครียด นอนไม่หลับพักผ่อนน้อย,28,risk_opinion,stress|poor_sleep|overwork,stress,เครียด | นอนไม่หลับ | พักผ่อนน้อย,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียด การนอนไม่หลับ และการพักผ่อนน้อยเป็นสาเหตุหรือพฤติกรรมเสี่ยง,0.9,
c0106,เครียด กินของค้างในตู้เย็น มะเร็งลำไส้ค่าาาา,44,risk_opinion,stress|reheated_leftover,stress,เครียด | กินของค้างในตู้เย็น,general,colorectal,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียดและการรับประทานอาหารค้างในตู้เย็นทำให้เสี่ยงเป็นมะเร็งลำไส้,0.85,
c0107,"ตรวจยีนส์แล้ว ไม่พบค่ะ
แต่ตอนนั้นคือ
1.เครียดสะสมตลอดช่วงโควิด
2.ไม่ระวังเรื่องการกิน ที่ทานประจำคือของหวานและของทอด
3.นอนดึก(นอนไม่หลับ) ด้วยเพราะเครียดติดต่อกันเป็นปี",168,personal_story,stress|sugary_drinks|fried_fatty|poor_sleep,stress,เครียดสะสมตลอดช่วงโควิด | ของหวาน | ของทอด | นอนดึก(นอนไม่หลับ),self,not_stated,screening_checkup,not_stated,ผู้แสดงความเห็นเล่าประสบการณ์ตนเองว่าตรวจยีนแล้วไม่พบ แต่ช่วงนั้นมีพฤติกรรมเสี่ยงคือเครียดสะสม ทานของหวานและของทอดเป็นประจำ และนอนดึกนอนไม่หลับ,0.88,
c0108,เครียด พักผ่อนน้อย กินอาหารหมักดอง,34,risk_opinion,stress|overwork|fermented_pickled,stress,เครียด | พักผ่อนน้อย | กินอาหารหมักดอง,general,not_stated,none_mentioned,not_stated,ระบุว่าความเครียด การพักผ่อนน้อย และการรับประทานอาหารหมักดองเป็นปัจจัยเสี่ยงของการเกิดมะเร็ง,0.9,
c0109,ส่วนตัวเครียด นอนน้อย เป็นหลักค่ะ ส่วนเรื่องพฤติกรรมอื่นๆนิดๆหน่อยๆค่ะ,70,risk_opinion,stress|poor_sleep,stress,เครียด | นอนน้อย,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าพฤติกรรมเสี่ยงหลักของตนเองคือความเครียดและการนอนน้อย ส่วนพฤติกรรมอื่น ๆ มีเพียงเล็กน้อย,0.92,
c0110,พี่สาวท้องผูกเรื้อรังค่ะ,24,risk_opinion,irregular_bowel,irregular_bowel,ท้องผูกเรื้อรัง,family,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าพี่สาวมีอาการท้องผูกเรื้อรัง,0.85,
c0111,ชอบกินปิ้งย่าง นอนน้อย เครียด ค่ะ,33,risk_opinion,grilled_charred|poor_sleep|stress,grilled_charred,ชอบกินปิ้งย่าง | นอนน้อย | เครียด,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงของตนเอง ได้แก่ ชอบรับประทานอาหารปิ้งย่าง นอนน้อย และมีความเครียด,0.95,
c0112,น้ำอัดลมหนักมาก เครียด,22,risk_opinion,sugary_drinks|stress,sugary_drinks,น้ำอัดลมหนักมาก | เครียด,general,not_stated,none_mentioned,not_stated,ระบุว่าการดื่มน้ำอัดลมอย่างหนักและความเครียดเป็นพฤติกรรมเสี่ยง,0.95,
c0113,ชอบปิ้งย่าง ทำอาหารจะใส่น้ำมันเยาะมาก ไม่ค่อยออกกำลังกายค่ะ,59,risk_opinion,grilled_charred|fried_fatty|no_exercise,grilled_charred,ชอบปิ้งย่าง | ทำอาหารจะใส่น้ำมันเยาะมาก | ไม่ค่อยออกกำลังกาย,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมความเสี่ยงของตนเองว่าชอบรับประทานปิ้งย่าง ทำอาหารใส่น้ำมันมาก และไม่ค่อยออกกำลังกาย,0.92,
c0115,กินของสะอาด ดูแลสุขภาพดีมาก พักผ่อนน้อยและอาหารแปรรูปชอบจ้า,59,risk_opinion,overwork|processed_meat,overwork,พักผ่อนน้อย | อาหารแปรรูป,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าตนเองกินอาหารสะอาดและดูแลสุขภาพดี แต่พักผ่อนน้อยและชอบรับประทานอาหารแปรรูป,0.85,
c0116,ชอบเล่นแอล,10,risk_opinion,alcohol,alcohol,ชอบเล่นแอล,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าชอบดื่มแอลกอฮอล์ (เล่นแอล) ซึ่งเป็นพฤติกรรมของตนเอง,0.8,
c0117,การกินก็ส่วนนึง แต่คิดว่าหลักๆมักมาจากความเครียดจากที่ทำงานค่ะ,62,risk_opinion,stress|unhealthy_diet_general,stress,การกิน | ความเครียดจากที่ทำงาน,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าการกินเป็นส่วนหนึ่ง แต่คิดว่าสาเหตุหลักมาจากความเครียดจากการทำงาน,0.92,
c0118,พ่อเป็นมะเร็งกระเพาะอาหาร เพราะกินข้าวไม่ตรงเวลาค่ะ บางวัน เช้าเที่ยง ไม่กินเลย ทำให้กระเพาะเป็นแผล และเป็นมะเร็ง,113,personal_story,irregular_meals,irregular_meals,กินข้าวไม่ตรงเวลา | เช้าเที่ยง ไม่กินเลย,family,stomach,none_mentioned,not_stated,พ่อของผู้แสดงความคิดเห็นเป็นมะเร็งกระเพาะอาหาร โดยระบุว่ามีสาเหตุมาจากการกินข้าวไม่ตรงเวลาและอดอาหารมื้อเช้าและเที่ยง,0.95,
c0119,เครียดไม่รู้ตัวค่ะ ตอนนี้ไม่เครียดค่ะ ปล่อยไหล55,48,risk_opinion,stress,stress,เครียดไม่รู้ตัว,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าตนเองมีความเครียดโดยไม่รู้ตัว แต่ปัจจุบันไม่เครียดแล้วและปล่อยวาง,0.85,
c0121,นอนดึก เครียด ทำงานหักโหมค่ะ,28,risk_opinion,poor_sleep|stress|overwork,poor_sleep,นอนดึก | เครียด | ทำงานหักโหม,general,not_stated,none_mentioned,not_stated,ระบุว่าการนอนดึก ความเครียด และการทำงานหักโหมเป็นพฤติกรรมเสี่ยง,0.95,
c0122,ทำแต่งานจนลืมดูแลตัวเองค่ะ,26,risk_opinion,overwork,overwork,ทำแต่งานจนลืมดูแลตัวเอง,general,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าการทำแต่งานจนลืมดูแลตัวเองเป็นพฤติกรรมเสี่ยง โดยไม่ได้เล่าเคสเฉพาะเจาะจง,0.85,
c0123,จัดการเรื่องกินได้คะ แต่จัดการเรื่องเครียดไม่ได้,48,risk_opinion,stress,stress,จัดการเรื่องเครียดไม่ได้,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าสามารถควบคุมเรื่องการกินได้ แต่ไม่สามารถจัดการกับความเครียดได้,0.85,
c0124,เสียพ่อจากมะเร็งลำไส้ตอนอายุ 59 ปี พ่อชอบกินเนื้อสัตว์ ไม่ค่อยกินผักผลไม้ กินบะหมี่กึ่งสำเร็จรูป กาแฟ ไม่ออกกำลังกาย สูบบุหรี่จัดและดื่มเหล้าหนักตั้งแต่หนุ่มๆ,158,personal_story,unhealthy_diet_general|low_veg_fibre|processed_meat|sugary_drinks|no_exercise|smoking|alcohol,unhealthy_diet_general,ชอบกินเนื้อสัตว์ | ไม่ค่อยกินผักผลไม้ | กินบะหมี่กึ่งสำเร็จรูป | กาแฟ | ไม่ออกกำลังกาย | สูบบุหรี่จัด | ดื่มเหล้าหนักตั้งแต่หนุ่มๆ,family,colorectal,none_mentioned,died,ผู้แสดงความคิดเห็นเล่าว่าคุณพ่อเสียชีวิตด้วยโรคมะเร็งลำไส้ในวัย 59 ปี โดยมีพฤติกรรมชอบทานเนื้อสัตว์ ไม่ค่อยทานผักผลไม้ ทานบะหมี่กึ่งสำเร็จรูป กาแฟ ไม่ออกกำลังกาย สูบบุหรี่จัด และดื่มสุราหนักมาตั้งแต่หนุ่ม ๆ,0.95,
c0125,พี่ที่ทำงาน กินผักลวก ผักสด ต้มหรือแกงจืด ไม่ทานเผ็ด บุหรี่ไม่สูบ เหล้าไม่กิน ไม่เที่ยวกลางคืน ตกเย็นเดินออกกำลังกาย ป่วยและเสียชีวิตเพราะมะเร็งตอนอายุ 55 ครับ,159,personal_story,none_mentioned,none_mentioned,,friend,unspecified,none_mentioned,died,เพื่อนร่วมงานมีพฤติกรรมสุขภาพดี ทานผัก ออกกำลังกาย ไม่สูบบุหรี่และไม่ดื่มเหล้า แต่ป่วยและเสียชีวิตด้วยโรคมะเร็งเมื่ออายุ 55 ปี,0.95,
c0126,กินมาม่าเยอะนี้เสี่ยงเป็นใช้ไหมครับ +กับเครียดมากๆ นอนน้อย,58,risk_opinion,processed_meat|stress|poor_sleep,processed_meat,กินมาม่าเยอะ | เครียดมากๆ | นอนน้อย,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นสอบถามว่าการกินบะหมี่กึ่งสำเร็จรูปเยอะ ร่วมกับความเครียดมากและนอนน้อย เสี่ยงเป็นมะเร็งหรือไม่,0.88,
c0127,เครียด,6,risk_opinion,stress,stress,เครียด,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียดเป็นสาเหตุของความเสี่ยงต่อการเกิดมะเร็ง,0.85,
c0128,"ไม่รู้เกี่ยวมั้ยนะคะ
ดื่มน้ำน้อย ถ่ายไม่เป็นเวลา ท้องผูก เผาผลาญไม่ดี ออกกำลังกายน้อย นานๆก็กิน อาหารแปรรูปบ้าง พวกของดิบบ้าง (ปลาดิบ กุ้งแช่น้ำปลา) กินผักน้อย และฉีดวัคซีนโควิคค่ะ
ไม่รอดเลย",190,risk_opinion,other_risk|irregular_bowel|no_exercise|processed_meat|raw_undercooked|low_veg_fibre,other_risk,ดื่มน้ำน้อย | ถ่ายไม่เป็นเวลา | ท้องผูก | เผาผลาญไม่ดี | ออกกำลังกายน้อย | อาหารแปรรูปบ้าง | พวกของดิบบ้าง (ปลาดิบ กุ้งแช่น้ำปลา) | กินผักน้อย | ฉีดวัคซีนโควิค,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมและความเสี่ยงของตนเอง เช่น ดื่มน้ำน้อย ขับถ่ายไม่เป็นเวลา ท้องผูก ออกกำลังกายน้อย ทานอาหารแปรรูป ของดิบ ผักน้อย และการฉีดวัคซีนโควิด,0.85,medical_misinformation
c0129,แม่แฟนเก่าผมอ่ะกินดีมากเลยทั้งผักทั้งอะไรบำรุงร่างกายตลอดแต่จู่ๆมาเจอเป็นมะเร็งลำไส้เฉยเลยผมก็ไม่รู้เหมือนกันตรวจก็แล้วอะไรก็แล้วพยายามรักษาอยู่ 2-3 ปีสุดท้ายก็ทนไม่ไหว แต่ตัวผมเอาทุกอย่าง555,191,personal_story,none_mentioned,none_mentioned,,friend,colorectal,screening_checkup,died,แม่ของแฟนเก่าดูแลสุขภาพและทานผักบำรุงร่างกายดีแต่ป่วยเป็นมะเร็งลำไส้ รักษาอยู่ 2-3 ปีจนเสียชีวิต,0.88,
c0131,กินชากาแฟวันละ2แก้วขึ้นไป กินเผ็ดมากๆ,37,risk_opinion,sugary_drinks|strong_flavour,sugary_drinks,กินชากาแฟวันละ2แก้วขึ้นไป | กินเผ็ดมากๆ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมการดื่มชากาแฟวันละ 2 แก้วขึ้นไป และการรับประทานอาหารรสเผ็ดจัด,0.9,
c0132,ชอบกินอาหารค้าง เสียดายของ,26,risk_opinion,reheated_leftover,reheated_leftover,กินอาหารค้าง,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมชอบกินอาหารค้างคืนเนื่องจากความเสียดายของ,0.9,
c0133,[ชื่อ] ตัวอาจจะต้องปรับพฤติกรรมการกินบ้างแล้วแหละ,49,advice_info,unhealthy_diet_general,unhealthy_diet_general,พฤติกรรมการกิน,friend,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นแท็กเพื่อนและบอกว่าอาจจะต้องปรับเปลี่ยนพฤติกรรมการกินได้แล้ว,0.8,
c0134,ขอแชร์แม่ตัวเอง ก่อนจะเป็นมะเร็งชอบกินยาลดความอ้วน,50,personal_story,hormones_meds,hormones_meds,ชอบกินยาลดความอ้วน,family,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นแชร์เรื่องแม่ของตนเองซึ่งเป็นมะเร็ง โดยระบุว่าก่อนหน้านี้ชอบรับประทานยาลดความอ้วน,0.9,
c0135,,208,personal_story,none_mentioned,none_mentioned,,family,unspecified,screening_checkup,died,ผู้แสดงความเห็นสอบถามเกี่ยวกับการตรวจสุขภาพเนื่องจากมีอาการอ่อนเพลียและเหงื่อออกมาก พร้อมระบุว่ามีญาติเพิ่งเสียชีวิตจากมะเร็งและปู่เป็นมะเร็งระยะสุดท้าย,0.85,
c0136,"การตรวจสุขภาพประจำปี ทุกปี
ยิ่งโดยเฉพาะถ้าคนในบ้านมีประวัติ ก็ยิ่งควรตรวจคัดกรองค่ะ",83,advice_info,genetic_family,genetic_family,คนในบ้านมีประวัติ,general,not_stated,advice_to_others,not_stated,แนะนำให้ตรวจสุขภาพประจำปีสม่ำเสมอ และเน้นย้ำให้ตรวจคัดกรองโดยเฉพาะหากคนในครอบครัวมีประวัติเจ็บป่วย,0.85,
c0137,เครียดค่ะ,9,risk_opinion,stress,stress,เครียด,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียดเป็นสาเหตุหรือปัจจัยเสี่ยงของการเกิดมะเร็ง,0.9,
c0138,แล้วทำยังไงถึงจะไม่เครียด ทุกวันนี้สิ่งที่เครียดคืองาน แต่ถ้าไม่ทำงานก็จะไม่มีเงินอีก ลักษณะงานที่ทำ ก็ไม่สามารถควบคุมชีวิตตัวเองได้ขนาดนั้นเลย,143,risk_opinion,stress,stress,เครียด | สิ่งที่เครียดคืองาน,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นกล่าวถึงความเครียดจากงานที่ทำและความจำเป็นเรื่องรายได้ โดยระบุว่าไม่สามารถควบคุมชีวิตการทำงานเพื่อหลีกเลี่ยงความเครียดได้,0.85,
c0139,,346,personal_story,sugary_drinks|no_exercise|stress|low_veg_fibre,sugary_drinks,กินแต่ขนมบ้าบิ่นกับกล้วยเบรกแตกทุกวัน | ไม่ค่อยได้ออกกำลังกาย | ทำงานเครียด | กินผักผลไม้ไม่ได้เลย,self,breast,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าประสบการณ์ตนเอง ช่วงหนึ่งกินขนมหวานทุกวัน ไม่ออกกำลังกาย ทำงานเครียด และไม่กินผักผลไม้ สองปีต่อมาตรวจพบก้อนที่เต้านมกลายเป็นมะเร็ง,0.92,
c0140,,368,personal_story,processed_meat,processed_meat,อาหารแปรรูป | ลูกชิ้น | ไส้กรอก | แฮม | เบค่อน,self,kidney,screening_checkup|advice_to_others,remission,ผู้แสดงความคิดเห็นเล่าว่าตนเองตรวจสุขภาพพบมะเร็งที่ไตระยะเริ่มต้นและรักษาหายแล้ว โดยเชื่อว่ามีสาเหตุจากการชอบรับประทานอาหารแปรรูป เช่น ลูกชิ้น ไส้กรอก แฮม และเบคอน เนื่องจากผลตรวจพันธุกรรมระบุว่าไม่เกี่ยวข้องกับกรรมพันธุ์,0.95,
c0141,น้ำตาลค่ะ แล้วก้ปัจจัยอื่นๆ,27,risk_opinion,sugary_drinks,sugary_drinks,น้ำตาล,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าน้ำตาลและปัจจัยอื่นๆ เป็นสาเหตุของความเสี่ยง,0.85,
c0142,บุญกรรมนำพา ครับ,16,risk_opinion,other_risk,other_risk,บุญกรรมนำพา,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าการเกิดโรคขึ้นอยู่กับบุญกรรมนำพา,0.65,
c0143,กินดี ออกกำลังกายตลอด แต่เป็นคนอารมณ์ร้อน ชอบเครียดและโมโหง่าย,62,risk_opinion,stress,stress,อารมณ์ร้อน | ชอบเครียดและโมโหง่าย,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าแม้จะรับประทานอาหารดีและออกกำลังกายสม่ำเสมอ แต่เป็นคนอารมณ์ร้อน เครียด และโมโหง่าย,0.9,
c0144,"ลูกพี่ดื่มน้ำอัดลม ตอนเช้าบ่อยๆ รู้ตัวอีกทีมีก้อนเนื้อ ผ่าออกเป็นมะเร็งต่อ
ตอนนี้ท่านเสียแล้วครับ
แกเป็นคนน่ารักมาก",115,personal_story,sugary_drinks,sugary_drinks,ดื่มน้ำอัดลม ตอนเช้าบ่อยๆ,family,unspecified,surgery,died,ลูกพี่ของผู้แสดงความเห็นดื่มน้ำอัดลมตอนเช้าเป็นประจำ ตรวจพบก้อนเนื้อและผ่าตัดพบว่าเป็นมะเร็ง ปัจจุบันเสียชีวิตแล้ว,0.92,
c0145,ชอบกินอาหารหมักดองมากๆ กินทุกวันก็ว่าได้ ผักดอง ปลาร้า เครียด,61,risk_opinion,fermented_pickled|stress,fermented_pickled,ชอบกินอาหารหมักดองมากๆ กินทุกวันก็ว่าได้ ผักดอง ปลาร้า | เครียด,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมตนเองว่าชอบกินอาหารหมักดอง เช่น ผักดอง ปลาร้า เป็นประจำแทบทุกวัน และมีความเครียด,0.92,
c0146,คุณแม่ของผม เป็นกรรมพันธุ์จากพี่สาวครับแต่ก่อนที่จะเป็นมีการกินหมูกระทะบ่อยมากๆครับคิดว่าอาจจะจากสาเหตุนั้นด้วย ของมันชาบูของทอดครับ,132,personal_story,genetic_family|grilled_charred|fried_fatty,genetic_family,กรรมพันธุ์ | กินหมูกระทะบ่อยมากๆ | ของมัน | ชาบู | ของทอด,family,unspecified,none_mentioned,not_stated,แม่ของผู้แสดงความคิดเห็นป่วยโดยระบุว่ามีประวัติกรรมพันธุ์จากพี่สาว และมีพฤติกรรมชอบทานหมูกระทะบ่อยมาก รวมถึงของมัน ชาบู และของทอด,0.9,
c0147,"บางทีพยายามกินอาหารคลีน อาหารสด อาหารธรรมชาติ
แต่ก็ไม่รู้ความสะอาด ความบริสุทธิ์ ความออร์แกนิค จริงๆ
อาจมีสารเคมี มีเชื้อรา มีพยาธิ มีเชื้อโรค จุลินทรีย์ ปะปนโดยที่เราไม่รู้ตัวเลย ..",182,risk_opinion,chemicals|infection,chemicals,สารเคมี | เชื้อรา | พยาธิ | เชื้อโรค | จุลินทรีย์,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุถึงความเสี่ยงจากการรับประทานอาหารสดหรืออาหารคลีนที่อาจมีการปนเปื้อนของสารเคมี เชื้อรา พยาธิ และเชื้อโรคโดยไม่รู้ตัว,0.85,
c0148,ไม่นอนดึก,9,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุสั้น ๆ ว่าไม่นอนดึก โดยเป็นการปฏิเสธพฤติกรรมเสี่ยง,0.65,too_short_to_judge
c0150,,264,personal_story,low_veg_fibre|processed_meat|fried_fatty|grilled_charred,low_veg_fibre,ไม่ชอบทานผักผลไม้ | อาหารแปรรูปทุกประเภท อาทิเช่น ไส้กรอก Hotdog ลูกชิ้น | ของทอดกรอบๆ แคปหมู | อาหารปิ้งย่าง,friend,colorectal,none_mentioned,died,คนใกล้ตัวของผู้แสดงความเห็นเสียชีวิตจากมะเร็งลำไส้ โดยมีพฤติกรรมไม่ชอบทานผักผลไม้ ชอบทานอาหารแปรรูป ของทอด และอาหารปิ้งย่าง,0.95,
c0151,พักผ่อนน้อง ไม่เคยสนใจอะไรรอบตัวคิดว่าตัวเองแข็งแรง และสาเหตุที่ได้รับเต็มๆ เหยียบหลอดไปนีออนจนแก้วปักที่เท้า ต้องไปคว้านเย็บเลยคะ,130,risk_opinion,overwork|chemicals|other_risk,overwork,พักผ่อนน้อง | เหยียบหลอดไปนีออนจนแก้วปักที่เท้า,self,not_stated,surgery,not_stated,ผู้แสดงความเห็นระบุว่าพักผ่อนน้อย ไม่ใส่ใจสุขภาพ และเล่าเหตุการณ์เหยียบหลอดไฟนีออนจนแก้วปักเท้าต้องไปคว้านเย็บแผล,0.65,ambiguous
